"UniqueID","sold.fctr","sold.fctr.predict.All.X.glmnet.prob","sold.fctr.predict.All.X.glmnet","sold.fctr.predict.All.X.glmnet.err","sold.fctr.predict.All.X.glmnet.err.abs","sold.fctr.predict.All.X.glmnet.accurate"
10706,"N",0.714999854188521,"Y",FALSE,0.714999854188521,FALSE
10841,"N",0.787907496515735,"Y",FALSE,0.787907496515735,FALSE
10842,"N",0.393767303645405,"N",TRUE,0.393767303645405,TRUE
10941,"N",0.738524838143285,"Y",FALSE,0.738524838143285,FALSE
10996,"N",0.286360192388708,"N",TRUE,0.286360192388708,TRUE
11008,"N",0.335394240390595,"N",TRUE,0.335394240390595,TRUE
11046,"N",0.453921810591801,"N",TRUE,0.453921810591801,TRUE
11076,"N",0.44421122114033,"N",TRUE,0.44421122114033,TRUE
11109,"N",0.323025125306217,"N",TRUE,0.323025125306217,TRUE
11116,"N",0.407215823245786,"N",TRUE,0.407215823245786,TRUE
11152,"N",0.260619586397519,"N",TRUE,0.260619586397519,TRUE
11240,"N",0.393767303645405,"N",TRUE,0.393767303645405,TRUE
11523,"N",0.335394240390595,"N",TRUE,0.335394240390595,TRUE
11537,"N",0.40705762237645,"N",TRUE,0.40705762237645,TRUE
11733,"N",0.357173672765883,"N",TRUE,0.357173672765883,TRUE
11775,"N",0.462282661388832,"N",TRUE,0.462282661388832,TRUE
11803,"N",0.414293298885882,"N",TRUE,0.414293298885882,TRUE
11861,"N",0.441453378886735,"N",TRUE,0.441453378886735,TRUE
10039,"N",0.400903634858796,"N",TRUE,0.400903634858796,TRUE
10079,"N",0.360192486397139,"N",TRUE,0.360192486397139,TRUE
10085,"N",0.412653551780343,"N",TRUE,0.412653551780343,TRUE
10184,"N",0.685068396157038,"Y",FALSE,0.685068396157038,FALSE
10191,"N",0.48020918155652,"N",TRUE,0.48020918155652,TRUE
10206,"N",0.464616102384733,"N",TRUE,0.464616102384733,TRUE
10274,"N",0.512065941124025,"Y",FALSE,0.512065941124025,FALSE
10325,"N",0.541397490801111,"Y",FALSE,0.541397490801111,FALSE
10351,"N",0.831433960766142,"Y",FALSE,0.831433960766142,FALSE
10504,"N",0.845315188403251,"Y",FALSE,0.845315188403251,FALSE
10569,"N",0.819218200600286,"Y",FALSE,0.819218200600286,FALSE
10591,"N",0.505044997285688,"Y",FALSE,0.505044997285688,FALSE
10628,"N",0.840862198112128,"Y",FALSE,0.840862198112128,FALSE
10649,"N",0.313024440760071,"N",TRUE,0.313024440760071,TRUE
10673,"N",0.797636796441863,"Y",FALSE,0.797636796441863,FALSE
10709,"N",0.406480189517147,"N",TRUE,0.406480189517147,TRUE
10751,"N",0.481777342000789,"N",TRUE,0.481777342000789,TRUE
10785,"N",0.80729953850339,"Y",FALSE,0.80729953850339,FALSE
10828,"N",0.768347969991133,"Y",FALSE,0.768347969991133,FALSE
10836,"N",0.761088468910177,"Y",FALSE,0.761088468910177,FALSE
10888,"N",0.398155553785299,"N",TRUE,0.398155553785299,TRUE
10916,"N",0.505087047553025,"Y",FALSE,0.505087047553025,FALSE
10917,"N",0.797636796441863,"Y",FALSE,0.797636796441863,FALSE
10978,"N",0.398066411195554,"N",TRUE,0.398066411195554,TRUE
10984,"N",0.452307878102036,"N",TRUE,0.452307878102036,TRUE
11002,"N",0.529299005204731,"Y",FALSE,0.529299005204731,FALSE
11024,"N",0.711087865330373,"Y",FALSE,0.711087865330373,FALSE
11032,"N",0.387844492939086,"N",TRUE,0.387844492939086,TRUE
11051,"N",0.40122460651922,"N",TRUE,0.40122460651922,TRUE
11068,"N",0.305443147111759,"N",TRUE,0.305443147111759,TRUE
11103,"N",0.506611055099787,"Y",FALSE,0.506611055099787,FALSE
11157,"N",0.810865275194125,"Y",FALSE,0.810865275194125,FALSE
11170,"N",0.528680728250447,"Y",FALSE,0.528680728250447,FALSE
11232,"N",0.773940332039227,"Y",FALSE,0.773940332039227,FALSE
11257,"N",0.436725112490264,"N",TRUE,0.436725112490264,TRUE
11290,"N",0.249511589615306,"N",TRUE,0.249511589615306,TRUE
11349,"N",0.797521929784992,"Y",FALSE,0.797521929784992,FALSE
11390,"N",0.417505563595653,"N",TRUE,0.417505563595653,TRUE
11451,"N",0.49405868521983,"N",TRUE,0.49405868521983,TRUE
11468,"N",0.42829303176042,"N",TRUE,0.42829303176042,TRUE
11471,"N",0.933415568402389,"Y",FALSE,0.933415568402389,FALSE
11502,"N",0.463058025002474,"N",TRUE,0.463058025002474,TRUE
11551,"N",0.249501089823271,"N",TRUE,0.249501089823271,TRUE
11644,"N",0.873499462089382,"Y",FALSE,0.873499462089382,FALSE
11747,"N",0.585895618525948,"Y",FALSE,0.585895618525948,FALSE
11749,"N",0.614935728951479,"Y",FALSE,0.614935728951479,FALSE
11755,"N",0.394056122338241,"N",TRUE,0.394056122338241,TRUE
11770,"N",0.534592478117122,"Y",FALSE,0.534592478117122,FALSE
11780,"N",0.331112390677799,"N",TRUE,0.331112390677799,TRUE
11841,"N",0.513289102084969,"Y",FALSE,0.513289102084969,FALSE
10132,"N",0.398696079393157,"N",TRUE,0.398696079393157,TRUE
10282,"N",0.275096586948686,"N",TRUE,0.275096586948686,TRUE
10409,"N",0.287692452535139,"N",TRUE,0.287692452535139,TRUE
10432,"N",0.266808908099051,"N",TRUE,0.266808908099051,TRUE
10440,"N",0.138021769621955,"N",TRUE,0.138021769621955,TRUE
10500,"N",0.17754522204297,"N",TRUE,0.17754522204297,TRUE
10503,"N",0.317259164132231,"N",TRUE,0.317259164132231,TRUE
10518,"N",0.347443332674019,"N",TRUE,0.347443332674019,TRUE
10539,"N",0.360413887199873,"N",TRUE,0.360413887199873,TRUE
10596,"N",0.370660470624444,"N",TRUE,0.370660470624444,TRUE
10683,"N",0.685791317293796,"Y",FALSE,0.685791317293796,FALSE
10739,"N",0.327402501214593,"N",TRUE,0.327402501214593,TRUE
10776,"N",0.332493609079623,"N",TRUE,0.332493609079623,TRUE
10821,"N",0.342036016642104,"N",TRUE,0.342036016642104,TRUE
10904,"N",0.575877012379103,"Y",FALSE,0.575877012379103,FALSE
10934,"N",0.343787073952521,"N",TRUE,0.343787073952521,TRUE
10952,"N",0.601738955609237,"Y",FALSE,0.601738955609237,FALSE
10994,"N",0.317250622094019,"N",TRUE,0.317250622094019,TRUE
11004,"N",0.654989771490439,"Y",FALSE,0.654989771490439,FALSE
11022,"N",0.198956327074431,"N",TRUE,0.198956327074431,TRUE
11044,"N",0.320917645261936,"N",TRUE,0.320917645261936,TRUE
11047,"N",0.199861117069928,"N",TRUE,0.199861117069928,TRUE
11069,"N",0.326164735552117,"N",TRUE,0.326164735552117,TRUE
11139,"N",0.679898036484765,"Y",FALSE,0.679898036484765,FALSE
11198,"N",0.112246306342719,"N",TRUE,0.112246306342719,TRUE
11242,"N",0.134247194860235,"N",TRUE,0.134247194860235,TRUE
11261,"N",0.299177123714071,"N",TRUE,0.299177123714071,TRUE
11303,"N",0.31108075651037,"N",TRUE,0.31108075651037,TRUE
11322,"N",0.363497676734818,"N",TRUE,0.363497676734818,TRUE
11380,"N",0.281981449102767,"N",TRUE,0.281981449102767,TRUE
11410,"N",0.253294542987276,"N",TRUE,0.253294542987276,TRUE
11554,"N",0.187346416368386,"N",TRUE,0.187346416368386,TRUE
11610,"N",0.342036016642104,"N",TRUE,0.342036016642104,TRUE
11614,"N",0.421267295602163,"N",TRUE,0.421267295602163,TRUE
11640,"N",0.39413993508183,"N",TRUE,0.39413993508183,TRUE
11673,"N",0.342086494558764,"N",TRUE,0.342086494558764,TRUE
11675,"N",0.368021344192283,"N",TRUE,0.368021344192283,TRUE
11685,"N",0.667536116266319,"Y",FALSE,0.667536116266319,FALSE
11698,"N",0.39413993508183,"N",TRUE,0.39413993508183,TRUE
11751,"N",0.425318997420783,"N",TRUE,0.425318997420783,TRUE
11756,"N",0.400840867981973,"N",TRUE,0.400840867981973,TRUE
11847,"N",0.299330314232316,"N",TRUE,0.299330314232316,TRUE
10100,"N",0.341699993452169,"N",TRUE,0.341699993452169,TRUE
10193,"N",0.613682624891796,"Y",FALSE,0.613682624891796,FALSE
10195,"N",0.726528897501277,"Y",FALSE,0.726528897501277,FALSE
10369,"N",0.180860765177345,"N",TRUE,0.180860765177345,TRUE
10416,"N",0.814669799096568,"Y",FALSE,0.814669799096568,FALSE
10433,"N",0.281713204796898,"N",TRUE,0.281713204796898,TRUE
10455,"N",0.715013559553747,"Y",FALSE,0.715013559553747,FALSE
10788,"N",0.335263150833377,"N",TRUE,0.335263150833377,TRUE
10856,"N",0.306256167320279,"N",TRUE,0.306256167320279,TRUE
10990,"N",0.293173895033545,"N",TRUE,0.293173895033545,TRUE
11153,"N",0.367341665173649,"N",TRUE,0.367341665173649,TRUE
11191,"N",0.0430588027914511,"N",TRUE,0.0430588027914511,TRUE
11250,"N",0.807933897463865,"Y",FALSE,0.807933897463865,FALSE
11495,"N",0.242562053457397,"N",TRUE,0.242562053457397,TRUE
11580,"N",0.110436029645188,"N",TRUE,0.110436029645188,TRUE
11595,"N",0.373881265788472,"N",TRUE,0.373881265788472,TRUE
11631,"N",0.531149237781402,"Y",FALSE,0.531149237781402,FALSE
11774,"N",0.360764030610569,"N",TRUE,0.360764030610569,TRUE
10047,"N",0.275908079494481,"N",TRUE,0.275908079494481,TRUE
10485,"N",0.257527162902044,"N",TRUE,0.257527162902044,TRUE
10583,"N",0.209261985164966,"N",TRUE,0.209261985164966,TRUE
10629,"N",0.259561623603064,"N",TRUE,0.259561623603064,TRUE
10737,"N",0.270460464280072,"N",TRUE,0.270460464280072,TRUE
10765,"N",0.253010062635533,"N",TRUE,0.253010062635533,TRUE
10891,"N",0.0939275762451344,"N",TRUE,0.0939275762451344,TRUE
10900,"N",0.53905239675396,"Y",FALSE,0.53905239675396,FALSE
11097,"N",0.559040637946718,"Y",FALSE,0.559040637946718,FALSE
11137,"N",0.292311369366127,"N",TRUE,0.292311369366127,TRUE
11230,"N",0.270769310440997,"N",TRUE,0.270769310440997,TRUE
11301,"N",0.143377721123941,"N",TRUE,0.143377721123941,TRUE
11588,"N",0.227837727271321,"N",TRUE,0.227837727271321,TRUE
11739,"N",0.376340585728971,"N",TRUE,0.376340585728971,TRUE
11842,"N",0.270471528232396,"N",TRUE,0.270471528232396,TRUE
10069,"N",0.307681396617316,"N",TRUE,0.307681396617316,TRUE
10414,"N",0.289266047243319,"N",TRUE,0.289266047243319,TRUE
10423,"N",0.560869482923575,"Y",FALSE,0.560869482923575,FALSE
10508,"N",0.356107302539566,"N",TRUE,0.356107302539566,TRUE
10527,"N",0.499344040007048,"N",TRUE,0.499344040007048,TRUE
10671,"N",0.486939506643689,"N",TRUE,0.486939506643689,TRUE
10845,"N",0.0507714805162421,"N",TRUE,0.0507714805162421,TRUE
10927,"N",0.103183915661287,"N",TRUE,0.103183915661287,TRUE
11006,"N",0.536883658207947,"Y",FALSE,0.536883658207947,FALSE
11079,"N",0.19256205142947,"N",TRUE,0.19256205142947,TRUE
11120,"N",0.215300551116677,"N",TRUE,0.215300551116677,TRUE
11126,"N",0.153489493017637,"N",TRUE,0.153489493017637,TRUE
11376,"N",0.0684853103734258,"N",TRUE,0.0684853103734258,TRUE
11391,"N",0.809063952666632,"Y",FALSE,0.809063952666632,FALSE
11396,"N",0.173731062120835,"N",TRUE,0.173731062120835,TRUE
11402,"N",0.181608541846233,"N",TRUE,0.181608541846233,TRUE
11577,"N",0.150615927825509,"N",TRUE,0.150615927825509,TRUE
11699,"N",0.730155815848954,"Y",FALSE,0.730155815848954,FALSE
10028,"N",0.10689422027384,"N",TRUE,0.10689422027384,TRUE
10059,"N",0.0982625550896589,"N",TRUE,0.0982625550896589,TRUE
10121,"N",0.126131489853071,"N",TRUE,0.126131489853071,TRUE
10188,"N",0.101756037117106,"N",TRUE,0.101756037117106,TRUE
10302,"N",0.386234418448262,"N",TRUE,0.386234418448262,TRUE
10424,"N",0.126131489853071,"N",TRUE,0.126131489853071,TRUE
10559,"N",0.0791648712084454,"N",TRUE,0.0791648712084454,TRUE
10771,"N",0.0991209202592381,"N",TRUE,0.0991209202592381,TRUE
10850,"N",0.0918641091108763,"N",TRUE,0.0918641091108763,TRUE
10874,"N",0.0681995457804834,"N",TRUE,0.0681995457804834,TRUE
10915,"N",0.082926786911749,"N",TRUE,0.082926786911749,TRUE
10977,"N",0.108725769387409,"N",TRUE,0.108725769387409,TRUE
10981,"N",0.0671382794175008,"N",TRUE,0.0671382794175008,TRUE
11018,"N",0.115766449192634,"N",TRUE,0.115766449192634,TRUE
11222,"N",0.0632872321752344,"N",TRUE,0.0632872321752344,TRUE
11273,"N",0.0218192804314483,"N",TRUE,0.0218192804314483,TRUE
11287,"N",0.0268450084229049,"N",TRUE,0.0268450084229049,TRUE
11298,"N",0.104410425377823,"N",TRUE,0.104410425377823,TRUE
11329,"N",0.154887628213541,"N",TRUE,0.154887628213541,TRUE
11358,"N",0.0852202821753178,"N",TRUE,0.0852202821753178,TRUE
11381,"N",0.0929963444089123,"N",TRUE,0.0929963444089123,TRUE
11395,"N",0.0549090805820035,"N",TRUE,0.0549090805820035,TRUE
11599,"N",0.225353964935784,"N",TRUE,0.225353964935784,TRUE
11790,"N",0.0792057566747702,"N",TRUE,0.0792057566747702,TRUE
10025,"N",0.57920185342951,"Y",FALSE,0.57920185342951,FALSE
10067,"N",0.191098865182303,"N",TRUE,0.191098865182303,TRUE
10083,"N",0.182943698161083,"N",TRUE,0.182943698161083,TRUE
10102,"N",0.159764451850562,"N",TRUE,0.159764451850562,TRUE
10246,"N",0.478522457916618,"N",TRUE,0.478522457916618,TRUE
10314,"N",0.448455418272295,"N",TRUE,0.448455418272295,TRUE
10774,"N",0.666816968881384,"Y",FALSE,0.666816968881384,FALSE
10867,"N",0.383194254820712,"N",TRUE,0.383194254820712,TRUE
10956,"N",0.198372410725706,"N",TRUE,0.198372410725706,TRUE
11003,"N",0.0797366365205135,"N",TRUE,0.0797366365205135,TRUE
11040,"N",0.243458469832795,"N",TRUE,0.243458469832795,TRUE
11073,"N",0.105177793224357,"N",TRUE,0.105177793224357,TRUE
11083,"N",0.222723405803652,"N",TRUE,0.222723405803652,TRUE
11146,"N",0.187758605465108,"N",TRUE,0.187758605465108,TRUE
11154,"N",0.234284131135873,"N",TRUE,0.234284131135873,TRUE
11252,"N",0.179356515926505,"N",TRUE,0.179356515926505,TRUE
11255,"N",0.0757178456319152,"N",TRUE,0.0757178456319152,TRUE
11264,"N",0.0486886023318928,"N",TRUE,0.0486886023318928,TRUE
11407,"N",0.0476006135355852,"N",TRUE,0.0476006135355852,TRUE
11408,"N",0.0476006135355852,"N",TRUE,0.0476006135355852,TRUE
11428,"N",0.265784979997393,"N",TRUE,0.265784979997393,TRUE
11461,"N",0.0323767450156642,"N",TRUE,0.0323767450156642,TRUE
11649,"N",0.26924876603231,"N",TRUE,0.26924876603231,TRUE
11677,"N",0.401490711631405,"N",TRUE,0.401490711631405,TRUE
11771,"N",0.159634343391513,"N",TRUE,0.159634343391513,TRUE
10033,"N",0.140654016640218,"N",TRUE,0.140654016640218,TRUE
10072,"N",0.139283519241078,"N",TRUE,0.139283519241078,TRUE
10197,"N",0.12436260556725,"N",TRUE,0.12436260556725,TRUE
10236,"N",0.192425784096894,"N",TRUE,0.192425784096894,TRUE
10587,"N",0.223630787098261,"N",TRUE,0.223630787098261,TRUE
10655,"N",0.167626529706195,"N",TRUE,0.167626529706195,TRUE
10800,"N",0.0505881446996589,"N",TRUE,0.0505881446996589,TRUE
10877,"N",0.131313348880793,"N",TRUE,0.131313348880793,TRUE
10883,"N",0.105038471118847,"N",TRUE,0.105038471118847,TRUE
10933,"N",0.168195143843701,"N",TRUE,0.168195143843701,TRUE
10938,"N",0.616996137300354,"Y",FALSE,0.616996137300354,FALSE
11104,"N",0.175834237852294,"N",TRUE,0.175834237852294,TRUE
11123,"N",0.117448443471465,"N",TRUE,0.117448443471465,TRUE
11221,"N",0.541842408873779,"Y",FALSE,0.541842408873779,FALSE
11227,"N",0.0527249450102114,"N",TRUE,0.0527249450102114,TRUE
11374,"N",0.13540586031642,"N",TRUE,0.13540586031642,TRUE
11431,"N",0.0821071036023048,"N",TRUE,0.0821071036023048,TRUE
11519,"N",0.0798846876260132,"N",TRUE,0.0798846876260132,TRUE
11772,"N",0.11450333771624,"N",TRUE,0.11450333771624,TRUE
11822,"N",0.229655476535141,"N",TRUE,0.229655476535141,TRUE
10087,"N",0.101577567630061,"N",TRUE,0.101577567630061,TRUE
10523,"N",0.191804911266641,"N",TRUE,0.191804911266641,TRUE
10590,"N",0.205182037376304,"N",TRUE,0.205182037376304,TRUE
10643,"N",0.0965734954488279,"N",TRUE,0.0965734954488279,TRUE
10644,"N",0.107638071145157,"N",TRUE,0.107638071145157,TRUE
10909,"N",0.0534313588011212,"N",TRUE,0.0534313588011212,TRUE
10951,"N",0.0244674497527343,"N",TRUE,0.0244674497527343,TRUE
10982,"N",0.016655723080165,"N",TRUE,0.016655723080165,TRUE
10983,"N",0.123951995154924,"N",TRUE,0.123951995154924,TRUE
11065,"N",0.483719545216573,"N",TRUE,0.483719545216573,TRUE
11110,"N",0.107584223901767,"N",TRUE,0.107584223901767,TRUE
11140,"N",0.067745081411302,"N",TRUE,0.067745081411302,TRUE
11185,"N",0.187539054228251,"N",TRUE,0.187539054228251,TRUE
11189,"N",0.151464665111866,"N",TRUE,0.151464665111866,TRUE
11205,"N",0.102090429802479,"N",TRUE,0.102090429802479,TRUE
11206,"N",0.162365432452571,"N",TRUE,0.162365432452571,TRUE
11262,"N",0.309933806480925,"N",TRUE,0.309933806480925,TRUE
11272,"N",0.0894800918127613,"N",TRUE,0.0894800918127613,TRUE
11274,"N",0.386039214752425,"N",TRUE,0.386039214752425,TRUE
11299,"N",0.130806518303524,"N",TRUE,0.130806518303524,TRUE
11306,"N",0.027373557724563,"N",TRUE,0.027373557724563,TRUE
11370,"N",0.147705749198012,"N",TRUE,0.147705749198012,TRUE
11399,"N",0.121614951872301,"N",TRUE,0.121614951872301,TRUE
11487,"N",0.0379971435231613,"N",TRUE,0.0379971435231613,TRUE
11533,"N",0.0377947479170296,"N",TRUE,0.0377947479170296,TRUE
11552,"N",0.0468499413572714,"N",TRUE,0.0468499413572714,TRUE
11760,"N",0.566088626011746,"Y",FALSE,0.566088626011746,FALSE
11786,"N",0.213433531627456,"N",TRUE,0.213433531627456,TRUE
10096,"N",0.118231160283197,"N",TRUE,0.118231160283197,TRUE
10266,"N",0.265900214586745,"N",TRUE,0.265900214586745,TRUE
10565,"N",0.133246997026241,"N",TRUE,0.133246997026241,TRUE
10605,"N",0.0926565447558226,"N",TRUE,0.0926565447558226,TRUE
11095,"N",0.554155241169594,"Y",FALSE,0.554155241169594,FALSE
11183,"N",0.0408366739873793,"N",TRUE,0.0408366739873793,TRUE
11220,"N",0.135021180302368,"N",TRUE,0.135021180302368,TRUE
11612,"N",0.347699363278887,"N",TRUE,0.347699363278887,TRUE
11642,"N",0.0906933962218716,"N",TRUE,0.0906933962218716,TRUE
10065,"N",0.285215537464697,"N",TRUE,0.285215537464697,TRUE
10257,"N",0.0751261301449946,"N",TRUE,0.0751261301449946,TRUE
10296,"N",0.766679391407577,"Y",FALSE,0.766679391407577,FALSE
10495,"N",0.68936359724408,"Y",FALSE,0.68936359724408,FALSE
10498,"N",0.418261153618908,"N",TRUE,0.418261153618908,TRUE
10550,"N",0.141476060207693,"N",TRUE,0.141476060207693,TRUE
10575,"N",0.280809229595949,"N",TRUE,0.280809229595949,TRUE
10595,"N",0.742811252117204,"Y",FALSE,0.742811252117204,FALSE
10667,"N",0.418261153618908,"N",TRUE,0.418261153618908,TRUE
10770,"N",0.250499764080006,"N",TRUE,0.250499764080006,TRUE
10818,"N",0.226692886063353,"N",TRUE,0.226692886063353,TRUE
10849,"N",0.217977865284964,"N",TRUE,0.217977865284964,TRUE
10906,"N",0.279545700562816,"N",TRUE,0.279545700562816,TRUE
10922,"N",0.639408675596826,"Y",FALSE,0.639408675596826,FALSE
11019,"N",0.0249165313143538,"N",TRUE,0.0249165313143538,TRUE
11023,"N",0.279534407650131,"N",TRUE,0.279534407650131,TRUE
11060,"N",0.130443515482094,"N",TRUE,0.130443515482094,TRUE
11070,"N",0.112788950884287,"N",TRUE,0.112788950884287,TRUE
11106,"N",0.21807346403139,"N",TRUE,0.21807346403139,TRUE
11179,"N",0.223864679406148,"N",TRUE,0.223864679406148,TRUE
11181,"N",0.68936359724408,"Y",FALSE,0.68936359724408,FALSE
11194,"N",0.214420081535236,"N",TRUE,0.214420081535236,TRUE
11312,"N",0.290977066500649,"N",TRUE,0.290977066500649,TRUE
11314,"N",0.217958749163346,"N",TRUE,0.217958749163346,TRUE
11364,"N",0.14333480768377,"N",TRUE,0.14333480768377,TRUE
11388,"N",0.119193953231415,"N",TRUE,0.119193953231415,TRUE
11397,"N",0.00425380234124107,"N",TRUE,0.00425380234124107,TRUE
11398,"N",0.182980180652503,"N",TRUE,0.182980180652503,TRUE
11496,"N",0.31845556484206,"N",TRUE,0.31845556484206,TRUE
11512,"N",0.241765034105403,"N",TRUE,0.241765034105403,TRUE
11528,"N",0.12901912525588,"N",TRUE,0.12901912525588,TRUE
