UniqueID,startprice.log10.predict.Final.Ensemble.glmnet
10274,2.19217180394931
10279,2.3597773140878
10282,2.38021530790224
10287,2.63046246556323
10308,2.51579513732594
10315,2.464265774261
10316,2.28022530514193
10317,2.06034902089817
10320,2.51332166290159
10325,2.20835034754133
10335,2.24965885568608
10359,2.42048074697665
10362,2.27900666624823
10366,2.03122243167733
10369,2.47066965709935
10374,2.16696316813793
10377,2.122920334424
10382,1.9868253283038
10385,2.25446533750594
10386,2.41718631329818
10390,2.25197855337457
10409,2.26716593359415
10414,2.30961962757112
10424,2.25216897261731
10426,2.44605514083908
10428,2.67828053978717
10429,2.35355152866981
10432,2.37434984337215
10433,2.24916747946287
10434,2.28910411900242
10440,2.29523946486827
10451,2.38722497911094
10461,2.45313585505113
10465,2.32335964024046
10466,2.06053485529662
10469,2.35945935906029
10471,2.02504972571226
10483,2.41162906907482
10485,2.26430064931705
10494,1.89679903825346
10498,2.16576275459541
10500,2.39109250364458
10503,2.33730972855228
10506,2.21902898212865
10508,2.36482310479828
10512,1.99416717621655
10513,2.51280878871825
10518,2.39089723360377
10520,2.21197844443737
10522,2.33796392884713
10523,2.64710705914826
10537,2.25400084581738
10539,2.37871002203494
10546,2.11768304941533
10547,2.18439092480387
10550,2.66402269337124
10554,2.34749270418235
10555,2.55262817420299
10559,2.30743318848591
10560,2.40916903587886
10563,2.35323339434914
10565,2.5211665383001
10568,1.89677977707653
10574,2.32731578181857
10575,2.23329692821196
10583,2.35355062451601
10586,2.10805021283544
10587,2.34042436291161
10590,2.61610204044042
10591,2.21037413722252
10594,2.76631956205484
10596,2.39999716271372
10597,2.41944505937631
10601,2.4476363085888
10605,2.42099620997551
10609,2.43854660389684
10613,2.64496972831854
10614,2.49104075158853
10622,2.37452274641838
10629,2.24575045954726
10632,2.38742712266336
10637,2.72330293733343
10638,1.99681029195111
10643,2.69512464597008
10644,2.69319269666625
10645,1.98808221388684
10647,2.46702504608909
10649,2.25808829547528
10650,2.78854469231037
10651,2.4532889890367
10655,2.41608952009265
10660,2.51679164397693
10663,2.25156689204202
10665,2.21613942932176
10667,2.16567773827117
10668,2.4572831042802
10674,2.35480783857237
10676,2.39111833688981
10679,2.38405141554822
10681,2.23866501960768
10682,2.53260672603936
10690,2.39741433629844
10700,2.45304536060506
10707,2.29320708638183
10709,2.26532154907111
10710,2.42304954825677
10711,2.30695816613463
10718,2.32431650788108
10719,2.45338183635861
10724,2.51375772165037
10733,2.28424787684904
10735,1.94037836579654
10737,2.29818953173698
10739,2.27650341642542
10742,2.64230617060619
10744,2.3459278505413
10746,2.76974160525635
10747,2.31318534355229
10751,2.06034996603637
10764,2.39073893811236
10765,2.33463351093008
10767,2.44971504021456
10770,2.26925952058787
10771,2.25096514849583
10772,2.02373163360525
10776,2.30772314707275
10777,2.40153190256003
10783,2.55982235326233
10787,2.69232075640822
10788,2.37832097385186
10789,2.1842565875522
10800,2.35567053824765
10804,2.45278574387924
10806,2.67872809683606
10807,2.38722512290471
10809,2.28193512695251
10818,2.42273627430399
10819,2.17884045710907
10821,2.2187693614984
10829,2.43298952836624
10831,2.29127488283901
10833,2.34274204362036
10839,2.70464085448757
10842,1.95791809139886
10845,2.4706386144934
10847,2.43059022793053
10849,2.40154801031883
10850,2.32847205914118
10851,2.36029361444652
10852,2.51431302082861
10856,2.28659185839884
10857,2.02152867637831
10862,2.30409401837775
10865,2.48800200211167
10873,2.2837084905713
10874,2.28849967486993
10877,2.36479272840872
10878,2.20261496437839
10883,2.46953182471782
10884,2.47533654177015
10886,2.4123031898173
10888,2.2332454448626
10889,2.44115701789989
10890,2.35619167720009
10891,2.36378464564143
10893,2.18480764605628
10894,2.51319021569496
10903,2.40395150982771
10906,2.22782540982512
10909,2.64672204914988
10910,2.51700850580318
10911,2.54082930458233
10914,2.33305344248194
10915,2.32845480914879
10916,2.17558643751422
10921,2.68588296007669
10924,2.46422555417161
10925,2.4465379848568
10927,2.33246299433897
10928,2.38469160707076
10930,2.53533436718291
10932,2.51352006944592
10933,2.35838106003559
10934,2.30796438866942
10940,2.23106240927905
10945,2.46706730938212
10946,2.48363927183238
10947,2.38391422044585
10948,2.00093996543429
10949,2.24977038633383
10951,2.79436607107748
10953,2.62422344039688
10954,2.46036786324067
10956,2.48555511265041
10959,2.02269542243767
10964,2.34597432530487
10968,2.2954999608587
10969,2.2251678181215
10975,2.51443884721582
10977,2.24715824790871
10978,2.18226285915265
10980,2.40685869686797
10981,2.28849842263274
10982,2.78152727138534
10983,2.73590331995499
10984,2.29714804849375
10985,2.42011900875136
10987,2.54057850675478
10989,2.57271655276956
10990,2.25172660961562
10994,2.2132082844963
10995,2.51197202053022
10996,2.05752586219005
10999,2.30446964834797
11001,2.05595138549739
11002,2.28342078149524
11003,2.67132275393842
11007,1.97007094103636
11008,1.98561908625232
11010,2.38214112733986
11011,2.23145540457027
11012,2.46107201459504
11013,2.73418695578757
11014,2.48370467839593
11018,2.31070317165412
11019,2.38460123627157
11020,2.30932776190341
11021,2.33383582250227
11022,2.35454360473715
11023,2.30780073838635
11029,2.40422942073166
11031,2.50825550103958
11032,2.19305527039403
11034,2.35361365714051
11035,2.63608352366187
11037,1.98636617269522
11038,1.89350727482657
11040,2.4930066797069
11041,2.33347390760605
11044,2.23763006457608
11045,2.65723512266738
11046,2.10671950876233
11047,2.22807062925124
11048,2.16385580356448
11050,1.94331054106028
11051,2.21131661586727
11058,2.52092089658763
11060,2.39925798786601
11063,2.21448570779217
11068,2.29573561931266
11069,2.36648386423007
11070,2.45763875625976
11071,2.64278564208767
11073,2.55805238897076
11074,2.289287016443
11075,2.25124270845162
11076,2.1069634971841
11077,2.40327353145648
11079,2.29376872478268
11080,1.89586204102546
11081,2.30058494784488
11082,2.13008940309447
11083,2.54306503015018
11084,2.51886620564437
11087,2.18611704803414
11089,2.25953982528543
11090,2.26651453044395
11091,2.33643995312313
11093,2.22987142487963
11094,2.6320722150642
11098,2.31416826843778
11103,2.10653366875584
11104,2.33977322373186
11106,2.42696609177282
11108,2.35778240314199
11109,2.03230181896625
11110,2.70171572127754
11111,1.91267711809325
11112,2.54490289064691
11113,2.36727386391169
11114,2.02159346354804
11116,1.95376288466974
11118,2.47137197287864
11120,2.29269666823659
11123,2.37094394757221
11124,2.27125798450699
11126,2.61761965101732
11130,2.62067826166182
11133,2.43021353378316
11135,2.34710416574198
11136,2.58524501753857
11137,2.40614499651556
11140,2.73092476449345
11141,2.69058915045264
11143,2.35585331739912
11145,2.41629980183214
11146,2.52441503376414
11147,2.44733180309832
11148,2.3767285548333
11149,2.29530809779642
11150,2.68530168705089
11151,2.71955249949175
11152,2.09986630524862
11153,2.35791004956766
11154,2.46376496862416
11155,1.96741726387779
11159,2.2539607638984
11160,2.36480258121429
11161,2.17506752669678
11162,2.38623503594655
11163,2.00712874288582
11164,2.51417805521815
11168,2.43498456357373
11169,2.18415542920876
11170,2.28659731166849
11171,2.25418987677926
11172,2.30532446807491
11174,2.26619102623807
11176,2.79715468763295
11177,2.4045608536786
11178,2.28870361740323
11179,2.4257583715845
11182,2.76656854402761
11183,2.51880547188669
11184,2.60639943166033
11185,2.61849824159814
11187,2.45302519264486
11188,2.41277164455318
11189,2.60099034670716
11191,2.56860306096501
11192,2.63467827261644
11193,2.18312193405844
11194,2.42755176260444
11197,2.7515148793641
11198,2.33728792819746
11201,2.09158545582934
11202,2.02374379572508
11203,2.302666319907
11204,2.25417295714576
11205,2.67809201033982
11206,2.5884812995964
11207,1.71948423318413
11208,2.33442993082428
11209,2.28585439443614
11210,2.52616388277352
11211,2.59825928105334
11214,2.85012283209967
11215,2.49937763076762
11219,2.39122301143282
11220,2.40742930373338
11222,2.32514960350738
11224,2.76535286448477
11226,2.3176558980994
11227,2.42241589374211
11228,2.330143048333
11229,2.44137656490944
11230,2.35579185657693
11238,2.77814555460928
11240,2.01269831736267
11242,2.34609435824867
11244,2.5160811856099
11246,2.3120113167948
11247,2.77925340450917
11248,2.20868353270173
11251,2.34380737487156
11252,2.5388777546907
11253,2.52959705894909
11254,2.67715175187994
11255,2.6877610278896
11257,2.23833369216883
11259,2.33934245182673
11261,2.38444735657461
11263,2.15846599724883
11264,2.57265818320634
11265,2.46002683116693
11266,2.2435326705729
11267,2.31857201349774
11268,2.6357927462726
11269,2.35972558779407
11270,2.80863781866176
11271,2.26260279725054
11272,2.76264418042674
11273,2.37857767856843
11275,2.31477835485546
11276,2.36602139107737
11280,2.09495188230718
11282,2.66896029553393
11283,2.76578040579369
11287,2.22962320744476
11288,2.25751909771049
11290,2.23888327884995
11291,2.37206643955241
11292,2.75738630745834
11294,2.47812479242329
11297,2.54269656156983
11298,2.34055639220832
11299,2.74074117300158
11301,2.35474609509299
11303,2.33051508781737
11304,2.29501963019251
11305,2.04754274901132
11306,2.70413431772427
11308,2.39253554321969
11309,2.052832439077
11310,2.47244397582741
11312,2.15516603192775
11314,2.41381044321763
11315,2.40710424112732
11316,2.03972273926929
11317,2.62281461654891
11318,2.32593586099895
11320,2.20659718256606
11322,2.23177446918314
11327,2.31110499097686
11328,2.371912333546
11331,2.57318969879187
11333,2.29276085942032
11334,2.72324773094635
11336,2.75387606600849
11337,2.33822157360626
11338,2.41718839244587
11339,2.45672388171892
11340,2.76209469125429
11341,2.18798816502708
11342,2.18428834245315
11343,2.34795108010133
11345,2.0948312685811
11347,2.27878851771689
11348,2.46302210141632
11352,2.29544491530827
11355,2.50740772692146
11356,2.68408394786291
11357,2.43897550128504
11358,2.25835345751456
11362,2.42944156456273
11363,2.69181359839496
11364,2.31670982855244
11365,2.34252535213757
11367,2.49309574701648
11370,2.62415861825379
11371,2.59036239593469
11372,2.35972445026019
11373,2.63098189711607
11374,2.41298075268013
11375,2.26174619795167
11376,2.60435088263592
11378,2.47937501345781
11379,2.63252428573781
11380,2.25396717059704
11381,2.26809970919262
11383,2.71658049653117
11384,2.63676332141906
11385,2.34141628876871
11387,2.34614131591022
11388,2.36110424186157
11389,2.30870447287953
11390,2.215189950635
11392,2.69132216721035
11393,2.67064792173022
11394,2.69237180608222
11395,2.29496180547619
11396,2.46414472338032
11397,2.34921115074812
11398,2.25065672890846
11399,2.62157650055816
11401,1.95494779207968
11402,2.42610735680602
11403,2.70154662158083
11404,2.65190107003331
11405,2.61868836807405
11407,2.53159925967676
11408,2.53132020153792
11410,2.40867790525805
11412,2.40827408281125
11413,2.49257658163725
11415,2.17459627825507
11417,2.39603892107457
11418,2.38526663189601
11423,2.51138981966125
11424,2.41454340897318
11425,2.76290250231234
11426,2.68076952463976
11428,2.45999811507253
11429,2.41345838176687
11431,2.34647011894797
11433,2.38577600547622
11434,2.38624696101698
11436,2.78027183296055
11438,2.62589663555615
11439,1.86411339455175
11440,2.71447524528147
11443,2.44380207520626
11444,2.71473826328209
11445,2.71373700255689
11446,2.72247142415171
11447,1.99659492335506
11449,2.31111119640582
11450,2.68170842163297
11451,2.68354629168017
11452,2.71616860037096
11454,2.71410332116947
11455,2.67404800827337
11456,2.75185602999349
11457,2.4598168729348
11458,2.36452572561031
11459,2.75070073664975
11460,2.53431808675962
11461,2.82440232272821
11463,2.33643190204712
11464,2.51431567793984
11465,2.44210131697448
11466,2.43128417222806
11468,2.26717693438422
11475,2.65366613571726
11479,2.29551186874508
11480,2.36211754531629
11481,2.74610913777295
11487,2.80835551136283
11490,2.33073800230929
11495,2.57000010605809
11498,2.51013582205197
11502,2.20926574155099
11512,2.41418005717698
11515,2.36134595211045
11517,2.21930549445627
11519,2.38714366521638
11523,2.00909348116046
11526,2.50611262803972
11527,1.98701534191737
11528,2.71486297480133
11529,2.81197865180882
11531,2.25657745831112
11532,2.32301139234223
11533,2.78853594856883
11534,2.47188686247691
11537,2.04913906646912
11538,2.18470527797009
11539,2.49155727565211
11541,2.18525430405896
11542,1.95408457600967
11543,2.2145452121792
11545,1.86557918715493
11546,2.55182061454064
11547,2.59559240723085
11548,2.30428983817434
11549,2.39487123396441
11550,2.38634626725237
11551,2.1916382001703
11552,2.78827912753968
11553,2.18438190403796
11554,2.25744773696893
11556,2.56974090776826
11557,2.47596611712451
11558,2.22718226421244
11559,2.24655569166218
11560,1.86669254769077
11562,2.47272606325903
11563,2.48831751381796
11564,2.48469942296852
11565,2.17661672141297
11566,2.41247601445104
11568,2.31251780744567
11569,2.55621443321224
11571,2.73624586541053
11572,2.25592537993794
11573,2.51031600711914
11574,2.36657122098297
11575,2.01108290959235
11576,2.51782463720355
11577,2.34622981911206
11578,2.55981037341489
11579,1.8974955267809
11580,2.37925438055579
11584,2.41282139933409
11585,2.3196587208229
11586,2.38654035530618
11587,2.40233295536753
11588,2.26185346717253
11591,2.71460212718039
11592,2.65848707786687
11594,2.40376320676969
11595,2.25804659843264
11597,2.38647105501867
11599,1.95647767439195
11600,1.89482039419668
11604,1.90458391366356
11606,1.9906637952713
11610,1.90571253776882
11612,2.01575682805297
11614,1.94580357236259
11629,2.08679697515315
11631,1.9354554821564
11633,2.24498133099957
11640,1.9403831862051
11642,2.01396170154494
11643,2.07349705162532
11649,2.24527123210423
11658,2.07372780993638
11659,2.38317124067644
11668,1.62705823007323
11673,1.91341741191443
11675,1.9961487524948
11677,2.03375917266436
11682,2.05337796675216
11684,1.92907578157488
11687,1.75818175203092
11692,1.99242654815773
11696,2.02588081769185
11698,1.97352911070332
11703,1.6775347242468
11719,1.99328988485403
11724,1.86345970457576
11728,1.76321769367104
11733,2.00577870799967
11739,2.07336303704364
11742,1.87001736088861
11743,1.76216465499565
11745,1.93740447502615
11747,1.85056915776526
11749,1.96967411259178
11750,1.95325225597735
11751,1.95301147286591
11752,2.05727693376074
11754,2.14043586932251
11755,1.99817381261143
11756,1.87304621277303
11760,2.03223737580197
11761,2.10913219482253
11763,2.03851032492292
11767,2.1220344172637
11768,2.03238111665631
11770,1.78154173831939
11771,2.4970945396168
11772,2.35718461311736
11774,2.35394980538877
11775,2.08368948703281
11779,2.31236308018749
11780,1.89102756984018
11781,2.33512544247053
11782,2.7727371181504
11786,2.59937402906609
11788,2.31656668007117
11789,2.29735570202294
11790,2.3768010089091
11792,2.378654116232
11793,2.38772570031932
11794,2.63324835898965
11795,2.31755035986838
11798,2.54911278009423
11799,2.33662805034311
11800,2.24370888074799
11801,1.94585179336238
11803,1.85805860450288
11806,1.91252939632462
11811,2.41026513513216
11813,2.38373832284203
11815,2.2200879584253
11818,2.31273857105713
11819,2.39917150880739
11822,2.35662425024449
11824,2.02263748153908
11825,2.35494660943433
11826,2.3804536734284
11827,2.40000772065878
11828,2.28475569510073
11832,2.74695409332342
11833,2.6027531833647
11834,2.69700457673173
11835,2.70960240065536
11837,1.96895586743129
11838,2.22849210263723
11841,2.26201870542705
11842,2.33049866917635
11843,2.47342130106142
11845,2.51343117289673
11846,2.30084299613317
11847,2.28165419803375
11848,2.06120217558209
11849,2.27711014773431
11851,2.32550874900547
11853,2.7515679789692
11854,2.24571075124053
11856,2.03212660720122
11858,2.40784426229299
11859,2.54409610414181
11861,2.06500567349714
11862,2.09132874637555
11863,2.24818098333913
11864,2.34676139049888
11866,2.32710814592585
11867,2.65384979947507
11868,2.06029000587625
11869,2.21235223208182
11870,2.23345484946482
11872,2.22640218697997
11873,2.2771867550339
11874,2.24504301272459
11876,2.15148343173531
11879,2.18825371544527
11880,2.36366361008396
11882,2.40533338135591
11883,2.61948050994889
11884,2.19902813850535
11885,1.93968055118951
11886,2.54319600033745
11887,2.34886545571576
11888,2.48375267730134
11889,2.44832536843856
11890,2.35109393180843
11892,2.23967099899265
11894,2.31173843267917
11895,2.78386891716734
11896,2.39806775964456
11897,2.22847117587596
11898,2.40483347288774
11899,2.07264805112885
11900,2.284769598609
11903,2.35472443776733
11904,2.44451178001834
11905,2.35161577459166
11907,2.45564217959001
11908,2.34672459098982
11909,2.75261846133566
11910,2.38780546873342
11911,2.03333504999826
11912,2.32270526818365
11915,2.44649043796153
11916,2.76685367131002
11917,2.49506112298625
11919,2.38341338239303
11920,2.26687182612898
11921,2.27506483637375
11926,2.24577858304947
11928,2.38558216546755
11929,2.5162968055692
11931,2.19102701508487
11932,2.41390128649986
11934,2.28649457495369
11935,2.25160627728286
11936,2.38408078830237
11939,2.2329430350856
11943,2.44644482993889
11948,2.18469032378423
11951,2.34491176892229
11952,2.65859606646476
11954,2.45054928331431
11958,2.43651057981455
11962,2.29787547807099
11963,2.22744811853391
11964,2.02605005892692
11965,2.34839654310532
11986,2.30566946089955
11988,2.42378530819388
11994,2.63848904230868
11998,2.26321601364721
11999,2.12829880969844
12012,2.32196865554994
12013,2.22780260677342
12014,2.39084209843537
12016,2.23495916586417
12024,2.23110663300816
12035,2.36684253226107
12036,2.17367060543483
12037,1.96698333240611
12038,2.28109161374989
12040,2.30985523338963
12043,2.63248446821594
12047,2.72346245890624
12050,2.25475882919945
12052,2.22393807359593
12054,2.38508374323481
12057,2.32642353462058
12060,2.18296403659245
12069,2.47303421347258
12070,2.30506791208978
12071,1.85452526704813
12077,2.23749290721314
12078,2.23200101887575
12085,2.42763615720503
12086,1.85526982306644
12088,2.38674693344772
12095,2.2092420121563
12096,2.73064264322562
12098,2.3130285444361
12100,2.34386576006349
12101,2.23375207286242
12103,2.30826293976575
12104,2.51815307586764
12106,2.17656051154437
12109,2.35780058614478
12110,2.36883715807292
12119,2.18255607443057
12120,2.29660613070154
12128,2.20786341502145
12131,2.36399413203346
12133,2.23305806969423
12135,2.27991686357567
12137,2.04429436299835
12142,2.18504142541916
12143,2.35868443085129
12144,2.25068623726188
12148,2.36670156692868
12150,2.35540778883308
12153,2.27578841772923
12158,2.27433328673882
12159,2.41569597189306
12164,2.33508729068375
12165,2.31812492033824
12170,2.3728208300491
12171,2.38485403694289
12175,2.37102997831764
12176,2.4418439455254
12178,2.43238753426766
12179,2.18235499605788
12184,2.33530876592845
12193,2.4014883275802
12194,2.17571824808839
12195,2.31927425165237
12197,2.37018128758173
12198,2.00364536714461
12202,2.20873407744799
12207,2.19962078348077
12210,2.00139726406552
12211,2.34969605424508
12216,2.30891146184106
12218,2.22422842509496
12220,2.36095405880813
12222,2.35705828198233
12223,2.31618480492218
12225,2.30403820627491
12233,1.91807138855659
12235,1.95201115439638
12238,2.51305579930867
12242,2.42691648291658
12243,1.86584946121475
12246,2.37716986674766
12247,2.25948151207558
12250,2.42756336075939
12251,2.29555198735956
12255,2.69015078215473
12256,2.4190644733072
12258,2.32185355024189
12259,1.91247229489609
12262,2.69117383969693
12266,2.47286106998339
12267,2.54227828813106
12269,2.27991909849068
12276,2.2677170990102
12277,2.46300064116996
12279,2.20998601479252
12281,2.4618836139416
12282,2.6887160960198
12284,2.73189789796178
12287,2.37749041259855
12288,2.31578177778864
12290,2.22099621886081
12292,2.410620839915
12293,2.21792606682643
12294,2.29359015425981
12295,2.25742223153455
12296,2.57725385144879
12298,2.38377780673492
12299,2.19170892384368
12300,2.68907608345454
12301,2.09951783255951
12302,2.66345416071753
12304,2.47842695468706
12306,2.38400446073893
12307,1.89364415948593
12309,2.26804946735445
12311,2.43529592573768
12312,2.40872320903323
12313,2.70437249126395
12314,2.45101949768607
12317,2.74654132307709
12318,2.2892306660678
12319,2.26637620345173
12320,2.56388092217725
12321,2.32209876387724
12323,2.53128048490109
12325,1.99653116394394
12326,2.32982826290464
12327,2.29400070078472
12328,2.62052884550248
12329,2.39777666680089
12330,2.7239678319862
12333,2.26430439510296
12334,2.62847679023706
12335,2.3848253487026
12336,2.37609527914456
12337,2.05544842144321
12338,2.47280669214024
12341,2.0412250777421
12342,2.38644277294286
12343,2.41770913611959
12345,2.42873536391612
12347,2.11662841442867
12349,2.38381786225681
12350,2.37717269634337
12351,2.6911180375112
12355,2.45429821802236
12356,2.21924382062381
12358,2.15662509970634
12359,2.31836550401953
12360,2.08878480187625
12362,2.33947158076787
12363,2.79388857473269
12365,2.30383882341421
12368,2.10190663477901
12369,2.38787576776634
12370,2.40807549802472
12371,2.34999785129557
12372,2.69789671188634
12373,2.09523989936458
12375,2.22669461008032
12376,2.29323235465303
12377,2.31628660217481
12379,2.29866554716132
12380,2.13355170965557
12381,2.12097453431341
12382,2.47192135188072
12383,2.2433946816175
12384,2.34532400942245
12385,2.41164859044867
12386,2.36491741860989
12387,2.74768036455484
12389,2.35998936221096
12390,2.75540907531298
12393,2.35612523331238
12394,2.39699420416949
12395,2.80178125472649
12396,2.47877259098703
12397,2.25182690520493
12398,2.43805129495552
12399,2.38970366374402
12400,2.36129555101111
12401,2.38636609565805
12402,2.2910815534453
12404,2.70310435788153
12405,2.261607101408
12407,2.31334861351745
12408,1.90855708291843
12409,2.18475274112411
12410,2.49208109277305
12411,2.21640272350473
12412,2.75193371937668
12414,2.74809141628235
12416,2.28766133477516
12417,2.70227524059505
12418,2.65403160718502
12419,2.13373471906524
12420,2.37034650067691
12421,2.693603698319
12422,2.41254794364367
12423,2.74678140387503
12424,2.7253374024872
12425,2.77912471390021
12426,2.40880619940591
12427,2.66606863331845
12428,2.35515697103128
12430,2.28377218579267
12431,2.50974097768999
12433,2.47429057298875
12434,2.36036775245446
12436,2.63305104482356
12437,2.05907067090581
12438,2.63105041159928
12439,2.48266692910741
12440,2.30973723497714
12441,2.34213539240424
12442,2.34338135232638
12443,2.26358967433725
12444,2.02303291532334
12445,2.31814063457541
12446,2.63679225856057
12449,2.47099023884101
12450,2.40905364093388
12451,2.63393907886742
12452,2.40948806678493
12453,2.70786880622742
12454,2.30288360190339
12455,2.6529310342482
12457,2.57154216608846
12458,2.64136310359035
12459,2.356723442765
12460,2.75050628106707
12462,2.24970891920266
12464,2.40745901039003
12465,2.31675714577522
12466,2.33010329769985
12468,2.55919029152218
12469,2.54521832477228
12472,2.43966310253445
12473,2.3212759622155
12474,2.44643764679071
12475,2.7537000244594
12476,2.38623100273984
12477,2.7511775783959
12478,2.76438641504548
12479,2.75408711219122
12480,2.7148051488915
12481,2.71421534534962
12482,2.72169169062025
12483,2.72243287560239
12485,2.75243807322541
12488,2.51714835292542
12489,2.5434668861724
12494,2.44051056604793
12495,2.71300280052739
12505,2.20902087806655
12510,2.13212622889546
12511,2.33086021050875
12512,1.96605656571574
12513,2.38760631150585
12514,2.46647344583668
12515,2.24646870131251
12516,2.20755062830589
12517,2.43375691332666
12518,2.10944933203021
12519,2.52023310629338
12520,1.98253893635651
12521,2.43254930650239
12522,2.61151510408951
12523,2.29516213433034
12524,2.45645123062487
12525,2.34023345891002
12526,2.37972307747827
12527,2.54319170529002
12528,2.20528855114892
12529,2.48771828975823
12530,2.48017260633286
12531,2.22358174517213
12532,1.93781074104906
12533,2.66031949434447
12534,2.27182289553172
12535,2.39603552045111
12536,2.41454194837099
12537,2.39843690395476
12538,2.47159760252226
12539,2.49402656270465
12540,2.357497057102
12541,2.72431928204735
12542,1.91625823607398
12543,2.24867899567098
12544,2.74321672700178
12545,2.17580837529968
12546,2.38985657764376
12547,2.48026469870135
12548,2.57152129272389
12549,1.86388648771724
12550,1.96430921726036
12552,1.88713790057869
12553,1.87606947051421
12554,1.89161637203418
12557,2.1029965723086
12560,2.06755809102133
12561,1.92654147558795
12562,2.06383207889926
12565,1.91921635214207
12574,1.97739596118089
12576,2.24544205020697
12578,2.01896144952626
12580,1.92764174153061
12583,2.02655158816874
12593,2.34477138307262
12598,2.01370391434425
12600,1.97838104207474
12602,1.99349866506905
12603,1.97276218502217
12604,1.89107488508022
12607,1.94375745760678
12610,2.04056515432204
12613,1.90484279533257
12614,2.03714594422227
12615,1.97506195145816
12616,1.90555414934735
12617,1.94158731767808
12618,1.62664907712856
12620,1.90169165063774
12622,2.02370023553494
12624,1.9400953355261
12625,1.84902252911726
12626,1.75997260154415
12627,2.02063650844963
12628,2.03020222352409
12629,2.29875706891184
12631,1.97551102533719
12632,2.75166343819684
12633,2.65872436832908
12634,2.28585984074897
12636,2.31353849674121
12637,2.22615909347824
12638,2.42182973730845
12640,2.36902390355805
12641,2.26839606128883
12642,1.89075031278873
12644,2.09230159427434
12645,2.36410541655233
12646,2.01447026681
12647,2.36397138113383
12650,2.4261010819612
12651,2.20099493369102
12652,2.69865583726985
12654,1.83679379864709
12655,2.00576002876288
12657,2.17654070634168
12658,2.7078034031132
12659,2.36055015756456
