UniqueID,startprice.log10.predict.Final.Ensemble.glmnet
10555,2.56454498816775
10559,2.33487614636088
10560,2.38824778616056
10563,2.34043278790188
10565,2.48997436743912
10568,1.90132183954476
10574,2.37088673986672
10575,2.31051802807698
10583,2.36551036866797
10586,2.04116530245605
10587,2.39579958411682
10590,2.67744505055366
10591,2.21400756047347
10594,2.77248494153745
10596,2.39741111963396
10597,2.44754772073613
10601,2.44014886528022
10605,2.48119291737585
10609,2.44826765268342
10613,2.62967344565789
10614,2.48397932962435
10622,2.35157771955954
10629,2.29420672140893
10632,2.39682426124106
10637,2.70796368446595
10638,1.9817651246385
10643,2.69396393415641
10644,2.70428250187883
10645,1.97394759092783
10647,2.51473620723761
10649,2.24430862807088
10650,2.7680653016722
10651,2.46872216339
10655,2.43234475984843
10660,2.54850660825592
10663,2.22103850697089
10665,2.23025596075933
10667,2.20057844400717
10668,2.47538434615404
10674,2.34501272389164
10676,2.39167317583467
10679,2.33141879828825
10681,2.22397532719768
10682,2.46844153336632
10690,2.37331239641536
10700,2.46043980175881
10707,2.26717555004098
10709,2.24748959287118
10710,2.46894964665509
10711,2.32027283867528
10718,2.32991769839875
10719,2.42877791843307
10724,2.52773395298414
10733,2.33007717557197
10735,1.9430892710118
10737,2.27991137695168
10739,2.23003371631129
10742,2.62332112486936
10744,2.40443123991884
10746,2.72960275699236
10747,2.31755327492357
10751,2.07329596213129
10764,2.39947967471795
10765,2.34668759852836
10767,2.49148998025618
10770,2.28304927248761
10771,2.18275696861026
10772,2.01777849473963
10776,2.28724370330202
10777,2.40612168563917
10783,2.56707773745271
10787,2.713266016565
10788,2.37480229042693
10789,2.19320164527679
10800,2.43297821290897
10804,2.46890266113386
10806,2.70813575091055
10807,2.39687848609075
10809,2.31880396199759
10818,2.4690484641805
10819,2.18658733731181
10821,2.2100192611652
10829,2.46150901780171
10831,2.2536232243534
10833,2.33092767506094
10839,2.74142006737955
10842,1.93835194387402
10845,2.4491734936283
10847,2.46342727139022
10849,2.44135811734322
10850,2.30122150046464
10851,2.34791133024969
10852,2.54003495919104
10856,2.33052274739084
10857,2.0198599843775
10862,2.29521636848569
10865,2.48938139597726
10873,2.28138217783336
10874,2.29623395149548
10877,2.39101064279478
10878,2.2357522320822
10883,2.46268927425215
10884,2.44149867353202
10886,2.47530917779063
10888,2.20595407446352
10889,2.46824772439229
10890,2.31940864582313
10891,2.35201657190544
10893,2.22548661221964
10894,2.45686619189598
10903,2.44068448781478
10906,2.26524359945622
10909,2.68139518348201
10910,2.54843230443993
10911,2.49355245756446
10914,2.30561096762755
10915,2.34507888848665
10916,2.18185843899299
10921,2.70438743992925
10924,2.46432698261625
10925,2.43779443639593
10927,2.31689785286623
10928,2.3720449037929
10930,2.5371662490741
10932,2.52782059510361
10933,2.38993883399122
10934,2.28716571428801
10940,2.28440523846018
10945,2.51741298075869
10946,2.47549277339659
10947,2.35766697557327
10948,1.98256678560461
10949,2.29644864103173
10951,2.77542674597022
10953,2.64704910038177
10954,2.44511295787951
10956,2.51594594990921
10959,2.01946155723564
10964,2.33517010126456
10968,2.26571983585054
10969,2.16066816235675
10975,2.52752935988704
10977,2.25400529907336
10978,2.2028001882088
10980,2.45190774923072
10981,2.29501148281984
10982,2.79313170853862
10983,2.76147431107336
10984,2.28432875444403
10985,2.44479940853196
10987,2.48220291612201
10989,2.60528858672775
10990,2.25709961044702
10994,2.19394628207951
10995,2.55250888090951
10996,2.00990631465341
10999,2.30212855546659
11001,2.15897256544929
11002,2.28654890580241
11003,2.65099399748962
11007,1.92571136355842
11008,1.96212568912684
11010,2.40922377973281
11011,2.22963304843182
11012,2.49132480213594
11013,2.73017929611468
11014,2.46677539049748
11018,2.3295007152312
11019,2.40845680140019
11020,2.28244044316152
11021,2.41793569954304
11022,2.34222773051792
11023,2.32007075288032
11029,2.44490912086979
11031,2.45163462520109
11032,2.18896629030223
11034,2.45781234212376
11035,2.63779792220596
11037,1.98158098313919
11038,1.90186452301926
11040,2.45444197941651
11041,2.34874106642044
11044,2.25624146500187
11045,2.60360844152636
11046,2.04011849309106
11047,2.21924821409196
11048,2.1991418760736
11050,1.9381956331839
11051,2.21365768531849
11058,2.47117979365758
11060,2.384802235875
11063,2.21775159891881
11068,2.24472717413426
11069,2.3504439790793
11070,2.48371538069281
11071,2.6521536683163
11073,2.49689718290405
11074,2.29116228810277
11075,2.24026467886006
11076,2.03250265871562
11077,2.44526840804237
11079,2.28433863345619
11080,1.90152594172979
11081,2.27133395165239
11082,2.06529147998437
11083,2.5235764714291
11084,2.51905017416212
11087,2.19731042818794
11089,2.21259188268537
11090,2.29511617399032
11091,2.3357818492811
11093,2.16527073501076
11094,2.62147275023846
11098,2.331291097196
11103,2.12952920464624
11104,2.36744694657697
11106,2.44231098764731
11108,2.34235132008481
11109,1.90394637602827
11110,2.7195438468175
11111,1.9076439511742
11112,2.49726826785164
11113,2.36572048626742
11114,2.01984400512257
11116,1.94258415380504
11118,2.46825373759418
11120,2.28466950176158
11123,2.42752992124342
11124,2.27072135747603
11126,2.6415510160037
11130,2.63610739238828
11133,2.40477879598817
11135,2.44167120721527
11136,2.5421522070628
11137,2.39810244527326
11140,2.76942797529624
11141,2.70317721488111
11143,2.38918502478081
11145,2.38535533036209
11146,2.50082013495276
11147,2.43025901501157
11148,2.39036517630416
11149,2.28381730176666
11150,2.71577146085139
11151,2.71777168462767
11152,2.02001201294991
11153,2.36571459813813
11154,2.43626515180726
11155,1.99433244967324
11159,2.25733190083795
11160,2.3829874363037
11161,2.17778032322702
11162,2.49854585582269
11163,1.97954818243196
11164,2.50653114533885
11168,2.52723322581789
11169,2.19323433110925
11170,2.24376585935024
11171,2.27190190294517
11172,2.33745689743585
11174,2.23781780611532
11176,2.79012016442689
11177,2.44480069364455
11178,2.3016363040973
11179,2.44275787300599
11182,2.72734850109963
11183,2.50440478459014
11184,2.6092596450423
11185,2.68544362962741
11187,2.45290943658635
11188,2.45297385682652
11189,2.60836369770464
11191,2.57597694693844
11192,2.62061131059104
11193,2.19351127942746
11194,2.4473092354756
11197,2.77855559183562
11198,2.33833581187459
11201,2.0402959042177
11202,1.9872397774609
11203,2.32948475716076
11204,2.25726506323088
11205,2.69604629113038
11206,2.61354944623558
11207,1.75189056679786
11208,2.33100635769068
11209,2.27229572409374
11210,2.49265066526753
11211,2.62530432422593
11214,2.82516755111408
11215,2.49383937743424
11219,2.41665923943082
11220,2.40786486451453
11222,2.2992121949161
11224,2.74103866443677
11226,2.36950455828744
11227,2.44303039206988
11228,2.29963007490797
11229,2.43090089809863
11230,2.37334089306362
11238,2.76094972939739
11240,1.96175881664235
11242,2.33513271741859
11244,2.49649660796941
11246,2.33783810524999
11247,2.76371742066199
11248,2.18498076714868
11251,2.32102036671913
11252,2.48365118583694
11253,2.47101518238991
11254,2.72138100454577
11255,2.67367745487839
11257,2.24165146850114
11259,2.37240816855627
11261,2.40203901453325
11263,2.15702982853783
11264,2.51349573963393
11265,2.47252776069539
11266,2.26484563085822
11267,2.27824531703075
11268,2.6286960923227
11269,2.34088868553973
11270,2.77704084081032
11271,2.27328625938574
11272,2.75531953939933
11273,2.34030135867637
11275,2.29576413391981
11276,2.37925383417318
11280,2.02874958030235
11282,2.70940441117011
11283,2.77414909184644
11287,2.30662385840139
11288,2.27088827212384
11290,2.19441932293425
11291,2.35515124644201
11292,2.78756968851449
11294,2.47450196406025
11297,2.54250437843765
11298,2.35337657167346
11299,2.75028938909876
11301,2.36024192136698
11303,2.34062201021634
11304,2.28074770506985
11305,1.97481413138132
11306,2.68399312124294
11308,2.38990931331909
11309,1.92558147821176
11310,2.47860223905721
11312,2.20210857472168
11314,2.43659718120834
11315,2.41021907722971
11316,1.98641893463599
11317,2.60562382860797
11318,2.31199631898456
11320,2.21595966842428
11322,2.20938498875381
11327,2.31237926360493
11328,2.38124859100157
11331,2.5144799194792
11333,2.30984369656436
11334,2.70813300447496
11336,2.7884571309983
11337,2.33803590012649
11338,2.45902303962102
11339,2.456219467293
11340,2.78077516844935
11341,2.13677908954318
11342,2.19319107302788
11343,2.34023108758394
11345,2.01355342068171
11347,2.24117037230838
11348,2.45363648479893
11352,2.303109669912
11355,2.4991128886538
11356,2.65478962273
11357,2.38416803223151
11358,2.22518194837313
11362,2.44160871004857
11363,2.72585770099871
11364,2.34013923160768
11365,2.34307635318144
11367,2.48361089005578
11370,2.62471561967489
11371,2.62794518234045
11372,2.37159031843419
11373,2.64752602291261
11374,2.44871476968591
11375,2.23526974191271
11376,2.58710191908819
11378,2.47413529585985
11379,2.62121830445669
11380,2.25182553858262
11381,2.23718256192291
11383,2.73357195148642
11384,2.62797672577041
11385,2.32702129969633
11387,2.35677221694873
11388,2.370778842025
11389,2.38735562288819
11390,2.18342553766038
11392,2.70282017371687
11393,2.64905903730297
11394,2.72568626860052
11395,2.27247859368712
11396,2.45621204075351
11397,2.33637928049468
11398,2.25395112133227
11399,2.63583617660226
11401,1.97350483600559
11402,2.47420757767434
11403,2.71702317665629
11404,2.70845553087277
11405,2.62137407314758
11407,2.4687979474119
11408,2.46906313536737
11410,2.37923089316941
11412,2.40378040104375
11413,2.47538674114716
11415,2.18871548418955
11417,2.38983862307505
11418,2.39756589349432
11423,2.49900224903693
11424,2.43637258886928
11425,2.75037102526837
11426,2.72511654894642
11428,2.45728392911954
11429,2.41040096923093
11431,2.38116316549705
11433,2.39734583350411
11434,2.39717413779883
11436,2.73941511294934
11438,2.68310186357152
11439,1.87308331584481
11440,2.72853848980718
11443,2.42163721174018
11444,2.72844724144341
11445,2.72890194649853
11446,2.73051099008276
11447,1.9756701702948
11449,2.33807683440449
11450,2.71172949423525
11451,2.68326560665353
11452,2.70705986006172
11454,2.72869308422607
11455,2.71178088284022
11456,2.73378790180136
11457,2.42127310657622
11458,2.36570622848412
11459,2.73413813096674
11460,2.55374614872453
11461,2.71895423747643
11463,2.33036938401734
11464,2.5275628961775
11465,2.47175643652703
11466,2.44258496296011
11468,2.25092392345048
11475,2.63750428640792
11479,2.24479773760348
11480,2.35436628666711
11481,2.70264560139392
11487,2.777136451076
11490,2.30402707188371
11495,2.56296927474909
11498,2.50355306214459
11502,2.21429602810317
11512,2.43648171748702
11515,2.35566190924432
11517,2.25947081118312
11519,2.40975498661699
11523,1.97387112823637
11526,2.48503049311912
11527,1.97115637669654
11528,2.66333045612371
11529,2.80662133313831
11531,2.27118125138651
11532,2.33518067267613
11533,2.78745765769052
11534,2.47878622421594
11537,1.9977635291118
11538,2.19303420801051
11539,2.49046241596646
11541,2.19273526143178
11542,1.97054869464205
11543,2.22164337237562
11545,1.87279274942709
11546,2.56475713777836
11547,2.61163755490502
11548,2.30218744950668
11549,2.4105112361446
11550,2.3971409033789
11551,2.18490803311815
11552,2.79764752685771
11553,2.19315896518061
11554,2.22113779172213
11556,2.60607961425504
11557,2.5143056617972
11558,2.1918375519988
11559,2.24350554278716
11560,1.8882985737596
11562,2.47851493244997
11563,2.4527865695986
11564,2.46940586101522
11565,2.18119860658213
11566,2.42190697150501
11568,2.31799941162906
11569,2.56247566608905
11571,2.76097705987409
11572,2.27264470280639
11573,2.47401674327131
11574,2.37086526555319
11575,1.99090187381243
11576,2.51734538266646
11577,2.33990115752152
11578,2.56708551352843
11579,1.92336058785002
11580,2.37450868373026
11584,2.45295739857315
11585,2.30341822354801
11586,2.3955067538605
11587,2.37326652863323
11588,2.24835799332101
11591,2.72849304503269
11592,2.64203099366646
11594,2.39210606522434
11595,2.26744612932397
11597,2.39710036698044
11599,1.91746935593015
11600,1.87100579607853
11604,1.87697967725649
11606,1.94349052611203
11610,1.82529642426754
11612,1.90437589744348
11614,1.79788791139664
11629,1.9760141749626
11631,1.90440480029698
11633,2.27903645104157
11640,1.88089004260569
11642,1.91786956752993
11643,1.98673329828891
11649,2.27893108379293
11658,1.98665259682102
11659,2.32994204221875
11668,1.54929311443501
11673,1.84980726057635
11675,1.8910853914912
11677,2.02519193584641
11682,1.92537024838752
11684,1.81291373537799
11687,1.64571598094749
11692,1.97528942573191
11696,2.00674168689259
11698,1.83284414994248
11703,1.58305498635978
11719,1.99279944405953
11724,1.70697590217371
11728,1.64939319290778
11733,1.84053721766749
11739,1.98677652200012
11742,1.7872359683245
11743,1.64247213115295
11745,1.83538971599525
11747,1.76995665246624
11749,1.91308210208456
11750,1.93010360741109
11751,1.85625860413009
11752,1.92115827291892
11754,2.01996926796149
11755,1.97641714059879
11756,1.77999649148274
11760,1.99511161285309
11761,2.04103482134387
11763,2.01716299463401
11767,1.98120831661018
11768,1.92588189014153
11770,1.77711682471212
11771,2.44715122270688
11772,2.38043444169575
11774,2.36011075365433
11775,2.04959818987857
11779,2.32614744656218
11780,1.87004816993923
11781,2.32453488545682
11782,2.72932793209786
11786,2.6179900827323
11788,2.31122725702904
11789,2.35161692706235
11790,2.3356176097744
11792,2.40786861116139
11793,2.41555895543434
11794,2.67662333411991
11795,2.30907122794738
11798,2.54387455147458
11799,2.39334605627605
11800,2.29192703573395
11801,1.80922817025769
11803,1.91019560070293
11806,1.90790930310264
11811,2.38102416554755
11813,2.37720281444548
11815,2.19143744662451
11818,2.36276446863774
11819,2.36716375701514
11822,2.40536939050309
11824,1.9265146627153
11825,2.35202249832341
11826,2.3839933751825
11827,2.36691775407947
11828,2.21972701119149
11832,2.7024487405204
11833,2.60797211631535
11834,2.69357907139544
11835,2.74381824631612
11837,1.9736932413879
11838,2.22506910809226
11841,2.24694711578872
11842,2.30370726614197
11843,2.49219120617374
11845,2.52785614569863
11846,2.28230941025823
11847,2.26803517637986
11848,2.02993645899478
11849,2.2563890550937
11851,2.30573240072958
11853,2.73386140827934
11854,2.30623194990463
11856,1.98375181146219
11858,2.40305238106485
11859,2.54208507544956
11861,2.0605192911132
11862,2.03431720573046
11863,2.2965754326343
11864,2.33262406500701
11866,2.31839724275275
11867,2.57458684069995
11868,1.98469830815085
11869,2.21972563222341
11870,2.22677186084184
11872,2.22896039046007
11873,2.28946167286478
11874,2.23625203031454
11876,2.22827074888753
11879,2.18579998422703
11880,2.36342979700356
11882,2.40857434474807
11883,2.62919253036312
11884,2.17769637108051
11885,1.94342714267446
11886,2.54233966498111
11887,2.36696317502021
11888,2.44379448967026
11889,2.45422916045731
11890,2.3348943431052
11892,2.22040971344589
11894,2.28185637486995
11895,2.79861952877758
11896,2.39954547003268
11897,2.18270248888191
11898,2.40405151158154
11899,2.03099934531244
11900,2.30236364804
11903,2.37927842721806
11904,2.44073110658503
11905,2.3967896719669
11907,2.43477223891471
11908,2.30667953243325
11909,2.73361599347804
11910,2.36364087688599
11911,1.96745267571303
11912,2.32506164996932
11915,2.43615937954605
11916,2.72708736262349
11917,2.43830151761605
11919,2.38914265692303
11920,2.26578167960893
11921,2.33346582851143
11926,2.29237526422423
11928,2.39978056114415
11929,2.48966526685147
11931,2.18513342861017
11932,2.42607274900411
11934,2.30412317574219
11935,2.22133791656701
11936,2.39760789180286
11939,2.17111136686308
11943,2.47713111614534
11948,2.26967190648808
11951,2.38821184233743
11952,2.66383694247535
11954,2.45762041303374
11958,2.42685439952574
11962,2.30325158247234
11963,2.26534384420474
11964,2.01267879464278
11965,2.3871106988145
11986,2.2842730161327
11988,2.40513089480101
11994,2.63714315651464
11998,2.24656623050416
11999,2.13713071518858
12012,2.30784561503309
12013,2.18436076162549
12014,2.38217508101719
12016,2.25869065928379
12024,2.22922261498533
12035,2.37709942718342
12036,2.25302817122105
12037,1.9782955835443
12038,2.28448113222976
12040,2.31968198103483
12043,2.6791682826112
12047,2.70786012983466
12050,2.30703708702045
12052,2.20326446351889
12054,2.38865314848596
12057,2.32046162001366
12060,2.19354774959326
12069,2.46369285058352
12070,2.30321481896305
12071,1.89665566940483
12077,2.20930908381438
12078,2.22003878846463
12085,2.44210023951276
12086,1.89596566833705
12088,2.35380150524651
12095,2.21210415660295
12096,2.77673138043782
12098,2.28075287759058
12100,2.3226984141395
12101,2.21955265916633
12103,2.27663173822041
12104,2.46765038939239
12106,2.28061922719515
12109,2.39281769722336
12110,2.41635846158763
12119,2.19363771074581
12120,2.26993373037775
12128,2.20557835840035
12131,2.40322500076717
12133,2.2085527843223
12135,2.29836962358039
12137,1.98701198131156
12142,2.19286998999126
12143,2.34123954170599
12144,2.25742697262676
12148,2.36339316053624
12150,2.31885259351079
12153,2.24184774196781
12158,2.23685037201056
12159,2.41889585750184
12164,2.3282444413705
12165,2.36794326029321
12170,2.3819965684909
12171,2.40191476903838
12175,2.3581584086907
12176,2.49242630606937
12178,2.4389051420502
12179,2.19675602914233
12184,2.32818119509739
12193,2.44137952904149
12194,2.17761064109398
12195,2.25469346533931
12197,2.34513689625011
12198,1.96497928433178
12202,2.17910220105589
12207,2.15182690431481
12210,1.98241228562457
12211,2.32932739728849
12216,2.28684877783781
12218,2.20317873582117
12220,2.34770480760724
12222,2.31833596985104
12223,2.3036473342582
12225,2.3378598029133
12233,1.93403910184266
12235,1.9516754126869
12238,2.46930539473678
12242,2.4475019314074
12243,1.87269489883517
12246,2.42923723920081
12247,2.19683326199082
12250,2.39206513903465
12251,2.25325321851292
12255,2.69370993225427
12256,2.45216191051422
12258,2.30427332696514
12259,1.9074918989369
12262,2.70286984718699
12266,2.47847434486869
12267,2.52382900296517
12269,2.28215308136156
12276,2.18350648766837
12277,2.45441269054407
12279,2.2141174603326
12281,2.5015532203798
12282,2.69412257328529
12284,2.79542667008312
12287,2.35916191919743
12288,2.3451786052675
12290,2.22648444115958
12292,2.44035650830712
12293,2.23262354568445
12294,2.28439545715576
12295,2.1963462161909
12296,2.59677968803288
12298,2.36903303962342
12299,2.18487706944824
12300,2.63325415977444
12301,2.06091602875124
12302,2.65911827966399
12304,2.44408322400128
12306,2.38592541979566
12307,1.88692650879905
12309,2.24280885482123
12311,2.45047975333207
12312,2.44211623394533
12313,2.68393147549372
12314,2.49009760370537
12317,2.75542616677386
12318,2.26185711029789
12319,2.29112057158905
12320,2.59208248618413
12321,2.28734691252415
12323,2.53362470434059
12325,1.97546616598214
12326,2.32251741988224
12327,2.25803864415878
12328,2.63616610710177
12329,2.39150314742922
12330,2.70768448370513
12333,2.24780575025953
12334,2.64880900214694
12335,2.39997145349206
12336,2.38808127557794
12337,1.99154125801982
12338,2.47849060505428
12341,2.00005673233299
12342,2.39710944034181
12343,2.42255686270372
12345,2.36245238159693
12347,2.07063810495263
12349,2.36538676100891
12350,2.3754607430752
12351,2.70289000102509
12355,2.48313884383372
12356,2.25349497327021
12358,2.20176409640455
12359,2.27951681827328
12360,2.06173895927376
12362,2.35203827993809
12363,2.78130455854747
12365,2.2953026339572
12368,2.10262710921149
12369,2.41163396391386
12370,2.42891908467186
12371,2.37297792115367
12372,2.70699766062665
12373,2.03452687722576
12375,2.21846385020247
12376,2.2993347285375
12377,2.29277996803751
12379,2.29453472814582
12380,2.15826890065685
12381,2.12851734835568
12382,2.47877433848784
12383,2.30707854000381
12384,2.35944342394812
12385,2.41595409330522
12386,2.36417245937028
12387,2.72701271578903
12389,2.35506325753936
12390,2.75776040297839
12393,2.33420092160157
12394,2.45049885641172
12395,2.76785722948034
12396,2.44393251418811
12397,2.2667851898529
12398,2.42278972012742
12399,2.36273316118618
12400,2.35039013835901
12401,2.43085042572197
12402,2.3210980982165
12404,2.72551467194392
12405,2.22584151487935
12407,2.30078300660034
12408,1.90292395301548
12409,2.19618539263409
12410,2.48392112058124
12411,2.1829739214455
12412,2.73240606743581
12414,2.77220669506648
12416,2.26663513952346
12417,2.7167198284394
12418,2.64389799208986
12419,2.21475437510971
12420,2.37459236455718
12421,2.75152492285912
12422,2.42648811299958
12423,2.75532605364355
12424,2.71902455447465
12425,2.77920734849288
12426,2.39053390281854
12427,2.65863087462708
12428,2.3413638017583
12430,2.29582226767232
12431,2.51720874603823
12433,2.46018471357892
12434,2.33136832907691
12436,2.62102226915067
12437,1.98662612770907
12438,2.61873034103042
12439,2.46865253100335
12440,2.33852330737426
12441,2.34320930038401
12442,2.34280014424599
12443,2.29180484604965
12444,2.01901940943816
12445,2.30819141279478
12446,2.63748331226314
12449,2.45501194520382
12450,2.40935076247035
12451,2.62077703905138
12452,2.42842981561575
12453,2.71442048393256
12454,2.2956108754191
12455,2.70739020883488
12457,2.58260687165594
12458,2.62358025983227
12459,2.34768652386805
12460,2.73422161539367
12462,2.23355545012974
12464,2.41011730868031
12465,2.34782203381055
12466,2.35091607745546
12468,2.55047348096597
12469,2.55134594261908
12472,2.44160246144682
12473,2.29332775373699
12474,2.45004536580318
12475,2.73340574494632
12476,2.39717956410707
12477,2.733972706649
12478,2.74988451142422
12479,2.73333633625733
12480,2.72842570511566
12481,2.72864237458844
12482,2.73089014140401
12483,2.73052477101603
12485,2.73365434758049
12488,2.53932929619903
12489,2.54225830051517
12494,2.47886579015592
12495,2.71122644740251
12505,2.21435164578095
12510,2.15871168009779
12511,2.33580097573061
12512,1.94703221005551
12513,2.34113121283101
12514,2.44214849763326
12515,2.21194651615647
12516,2.20567987782015
12517,2.41371570100797
12518,2.1209476237993
12519,2.47196395672624
12520,1.97614082963698
12521,2.40869637825964
12522,2.60156968163159
12523,2.30319908882941
12524,2.47603161298497
12525,2.33361980635036
12526,2.34221921433453
12527,2.56350002358857
12528,2.14112898439163
12529,2.46716334917301
12530,2.47035914754975
12531,2.20336443029412
12532,1.94383515096102
12533,2.62588781372557
12534,2.2447286515515
12535,2.36753213222798
12536,2.4236021367617
12537,2.38379037132136
12538,2.47888871309795
12539,2.44695690279847
12540,2.36584562375371
12541,2.7205635313155
12542,1.89443790904843
12543,2.21186256289277
12544,2.73257323781949
12545,2.18831823508521
12546,2.44423525764507
12547,2.45907971270981
12548,2.50982284101288
12549,1.79170414904042
12550,1.83861398941701
12552,1.87459232444367
12553,1.79636889275716
12554,1.86768486494108
12557,1.98859260830622
12560,1.99612346535143
12561,1.89422330905911
12562,1.890012062885
12565,1.85834959506651
12574,1.81331289120743
12576,2.27886199003055
12578,1.98802161940768
12580,1.88197499888243
12583,2.00649551750516
12593,2.37680835174968
12598,1.91958531364948
12600,1.97310413447905
12602,1.85730053304058
12603,1.84631400321466
12604,1.86989026267402
12607,1.83201626391788
12610,2.01658914650791
12613,1.8796450135288
12614,1.90845169102533
12615,1.84205948515967
12616,1.85423792852377
12617,1.82959289155842
12618,1.54965262833767
12620,1.81578587077593
12622,1.91702685339013
12624,1.9300241297636
12625,1.84311738039677
12626,1.64535033603858
12627,1.90856728363349
12628,1.93290759186981
12629,2.33419956798919
12631,1.79526464487531
12632,2.7338363698712
12633,2.6129787963135
12634,2.27065078851457
12636,2.317442314984
12637,2.23932476417513
12638,2.415793270866
12640,2.33049393802788
12641,2.23192782155174
12642,1.87019718312957
12644,2.02212428683206
12645,2.37234488997095
12646,2.00629871672852
12647,2.37238400298514
12650,2.39266868797516
12651,2.16608408276181
12652,2.73591982335049
12654,1.7882801320633
12655,2.01152294564175
12657,2.1773559583377
12658,2.72054280652965
12659,2.40588276869148
